frames_count,objects_count,empty_frames_count,ad_frames_count,own_frames_count,competitor_frames_count,other_ad_frames_count,own_score,competitor_score,other_ad_score,total_ad_score,route_telecom_share,route_visual_share,dominance_index,ad_presence_rate,own_presence_rate,competitor_presence_rate,other_ad_presence_rate,own_win_frames,competitor_win_frames,telecom_parity_frames,no_telecom_frames,own_peak_frame_score,competitor_peak_frame_score,other_ad_peak_frame_score
60,89,19,41,24,13,21,0.07333621746268057,0.02781153679670882,0.08627939186802684,0.18742714612741623,0.725040491503279,0.3912785259656322,0.4500809830065581,0.6833333333333333,0.4,0.21666666666666667,0.35,22,10,0,28,0.011123636541967814,0.00525092618493126,0.018903967635772553
